ReNummer,SummeNetto,MwStSatz,ZahlungsbetragBrutto,KdNr,Summenebenkosten,ReDatum,Zahlungsdatum
102535,1680,0,1680,81137,0,2025-01-13 00:00:00,2025-02-13 00:00:00
102534,178.61,0,166.55,81070,12.06,2025-01-13 00:00:00,2025-02-10 00:00:00
102533,1191,0,1180.94,80965,10.06,2025-01-13 00:00:00,2025-02-26 00:00:00
102532,750,0,750,80188,0,2025-01-13 00:00:00,2025-01-20 00:00:00
102531,750,0,750,80188,0,2025-01-13 00:00:00,2025-01-20 00:00:00
102530,1500,0,1500,80188,0,2025-01-13 00:00:00,2025-01-29 00:00:00
102529,980.58,0,971.74,80056,8.84,2025-01-13 00:00:00,2025-01-14 00:00:00
102528,35805,0,35805,71984,0,2025-01-13 00:00:00,2025-02-06 00:00:00
102527,160,7,171.2,10757,0,2025-01-13 00:00:00,2025-01-27 00:00:00
102526,3480,0,3480,79806,0,2025-01-13 00:00:00,2025-01-23 00:00:00
102525,200,0,200,79813,0,2025-01-13 00:00:00,2025-02-21 00:00:00
102524,45000,7,48150,20572,0,2025-01-13 00:00:00,2025-02-20 00:00:00
102523,1400,7,0,79726,0,2025-01-13 00:00:00,NULL
102522,27000,7,28890,78993,0,2025-01-13 00:00:00,2025-04-01 00:00:00
102521,225,0,225,79150,0,2025-01-13 00:00:00,2025-01-23 00:00:00
102520,240,0,240,80518,0,2025-01-13 00:00:00,2025-01-23 00:00:00
102519,296.96,0,238.6,79699,58.36,2025-01-13 00:00:00,2025-01-20 00:00:00
102518,625,0,625,79026,0,2025-01-13 00:00:00,2025-03-14 00:00:00
102517,420,0,420,80843,0,2025-01-13 00:00:00,2025-01-30 00:00:00
102516,1663,0,1665.45,80876,-2.45,2025-01-13 00:00:00,2025-03-25 00:00:00
102515,333.33,0,333.33,80875,0,2025-01-13 00:00:00,2025-02-06 00:00:00
102514,1000,0,1000,80837,0,2025-01-13 00:00:00,2025-02-14 00:00:00
102513,625,0,625,80562,0,2025-01-13 00:00:00,2025-01-17 00:00:00
102512,650,7,695.5,78784,0,2025-01-13 00:00:00,2025-02-10 00:00:00
102511,1050,0,1050,80598,0,2025-01-13 00:00:00,2025-02-07 00:00:00
102510,2917,0,2917,79222,0,2025-01-13 00:00:00,2025-02-04 00:00:00
102509,642,0,0,80201,0,2025-01-13 00:00:00,NULL
102508,292,0,292,79631,0,2025-01-13 00:00:00,2025-01-21 00:00:00
102507,1128,0,0,79497,0,2025-01-13 00:00:00,NULL
102506,240,0,240,79046,0,2025-01-13 00:00:00,2025-01-13 00:00:00
102505,3753,0,3753,79803,0,2025-01-13 00:00:00,2025-02-19 00:00:00
102504,611,7,653.77,10060,0,2025-01-10 00:00:00,2025-01-10 00:00:00
102503,150,0,150,75903,0,2025-01-13 00:00:00,2025-02-14 00:00:00
102502,3500,7,0,78396,0,2025-01-13 00:00:00,NULL
102501,14000,0,0,78396,0,2025-01-13 00:00:00,NULL
102500,840,7,898.8,12586,0,2025-01-13 00:00:00,2025-01-28 00:00:00
102499,2160,7,2311.2,12586,0,2025-01-13 00:00:00,2025-02-24 00:00:00
102498,210,7,224.7,11981,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102497,7000,7,7490,78993,0,2025-01-13 00:00:00,2025-01-14 00:00:00
102496,50,7,53.5,10495,0,2025-01-07 00:00:00,2025-01-08 00:00:00
102495,1320,0,1320,71984,0,2025-01-13 00:00:00,2025-01-29 00:00:00
102494,270,7,288.9,10283,0,2024-09-02 00:00:00,2024-09-02 00:00:00
102493,7920,0,7920,80706,0,2025-01-13 00:00:00,2025-01-22 00:00:00
102492,300,7,321,10113,0,2025-01-13 00:00:00,2025-01-16 00:00:00
102491,28,0,28,81077,0,2025-01-12 00:00:00,2025-01-16 00:00:00
102490,552,7,590.64,50450,0,2025-01-12 00:00:00,2025-01-20 00:00:00
102489,55.5,7,59.39,12122,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102488,92.5,7,98.98,12122,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102487,370,7,395.9,12122,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102486,18.5,7,19.8,10237,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102485,18.5,7,19.8,10237,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102484,2763.17,0,0,20691,0,2024-12-31 00:00:00,NULL
102483,30,7,32.1,10375,0,2024-12-31 00:00:00,2025-01-03 00:00:00
102482,135,7,144.45,10383,0,2025-01-02 00:00:00,2025-01-22 00:00:00
102481,200,7,214,10411,0,2025-01-02 00:00:00,2025-01-06 00:00:00
102480,360,7,385.2,20137,0,2025-01-10 00:00:00,2025-01-14 00:00:00
102479,36,7,38.52,10292,0,2025-01-09 00:00:00,2025-01-10 00:00:00
102478,18,7,19.26,10292,0,2025-01-09 00:00:00,2025-01-09 00:00:00
102477,178,7,190.46,10292,0,2025-01-09 00:00:00,2025-01-10 00:00:00
102476,128,7,136.96,20018,0,2025-01-09 00:00:00,2025-01-10 00:00:00
102475,25,7,26.75,20893,0,2024-12-31 00:00:00,2025-01-14 00:00:00
102474,774,7,828.18,20213,0,2025-01-08 00:00:00,2025-01-09 00:00:00
102473,38.35,7,41.03,20122,0,2025-01-08 00:00:00,2025-01-09 00:00:00
102472,1917,7,2051.19,79666,0,2025-01-08 00:00:00,2025-01-08 00:00:00
102471,496,7,530.72,20908,0,2024-12-31 00:00:00,2025-01-10 00:00:00
102470,38.25,7,41.03,10669,0,2025-01-07 00:00:00,2025-01-08 00:00:00
102469,2312.2,7,2474.05,78107,0,2024-12-31 00:00:00,2024-12-31 00:00:00
102468,120,7,128.4,20197,0,2025-01-09 00:00:00,2025-01-10 00:00:00
102467,495,7,529.65,79476,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102466,275,7,294.25,79482,0,2025-01-09 00:00:00,2025-02-11 00:00:00
102465,387.73,0,384.78,78691,2.95,2025-01-09 00:00:00,2025-01-27 00:00:00
102464,8500,0,0,79097,0,2025-01-09 00:00:00,NULL
102463,1500,0,1500,10250,0,2025-01-09 00:00:00,2025-01-20 00:00:00
102462,339,7,362.73,20985,0,2025-01-09 00:00:00,2025-01-30 00:00:00
102461,2550,0,2550,78281,0,2025-01-09 00:00:00,2025-02-11 00:00:00
102460,240,7,256.8,78338,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102459,500,7,535,10794,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102458,650,7,695.5,21119,0,2025-01-09 00:00:00,2025-01-21 00:00:00
102457,60,0,60,11569,0,2025-01-09 00:00:00,2025-01-15 00:00:00
102456,1375,7,1471.25,21074,0,2025-01-09 00:00:00,2025-03-05 00:00:00
102455,458.33,7,490.41,20782,0,2025-01-09 00:00:00,2025-03-31 00:00:00
102454,1500,7,1388.33,11579,0,2025-01-09 00:00:00,2025-01-10 00:00:00
102453,221,7,0,78305,0,2025-01-09 00:00:00,NULL
102452,680,7,727.6,10311,0,2025-01-09 00:00:00,2025-01-30 00:00:00
102451,11880,7,12711.6,78263,0,2025-01-09 00:00:00,2025-01-16 00:00:00
102450,348,7,372.36,75097,0,2025-01-09 00:00:00,2025-01-15 00:00:00
102449,150,0,0,10677,0,2025-01-09 00:00:00,NULL
102448,485,0,485,78016,0,2025-01-09 00:00:00,2025-01-31 00:00:00
102447,962.24,0,962.24,79945,0,2025-01-09 00:00:00,2025-02-19 00:00:00
102446,3700,7,3959,75176,0,2025-01-09 00:00:00,2025-01-17 00:00:00
102445,1200,7,0,77869,0,2025-01-09 00:00:00,NULL
102444,500,7,535,75665,0,2025-01-09 00:00:00,2025-01-29 00:00:00
102443,600,7,642,12289,0,2025-01-09 00:00:00,2025-01-21 00:00:00
102442,3000,7,3210,30082,0,2025-01-09 00:00:00,2025-01-22 00:00:00
102441,11500,7,12305,30082,0,2025-01-09 00:00:00,2025-01-30 00:00:00
102440,300,7,321,12572,0,2025-01-09 00:00:00,2025-02-17 00:00:00
102439,60000,7,64200,10910,0,2025-01-09 00:00:00,2025-01-16 00:00:00
102438,750,7,802.5,20996,0,2025-01-09 00:00:00,2025-01-15 00:00:00
102437,750,7,802.5,10256,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102436,400,7,428,12020,0,2025-01-09 00:00:00,2025-01-20 00:00:00
102435,1900,7,2033,20213,0,2025-01-09 00:00:00,2025-02-06 00:00:00
102434,2000,7,2140,10838,0,2025-01-09 00:00:00,2025-01-20 00:00:00
102433,350,7,374.5,10383,0,2025-01-09 00:00:00,2025-01-31 00:00:00
102432,2950,7,3156.5,20038,0,2025-01-09 00:00:00,2025-01-14 00:00:00
102431,200,0,200,73250,0,2025-01-09 00:00:00,2025-01-31 00:00:00
102430,2200,0,2200,30137,0,2025-01-09 00:00:00,2025-01-17 00:00:00
102429,1325,7,0,10905,0,2025-01-09 00:00:00,NULL
102428,200,7,214,20020,0,2025-01-09 00:00:00,2025-01-17 00:00:00
102427,3500,7,3745,20020,0,2025-01-09 00:00:00,2025-01-22 00:00:00
102426,2000,7,2140,11190,0,2025-01-09 00:00:00,2025-01-16 00:00:00
102425,659.63,0,659.63,75564,0,2025-01-09 00:00:00,2024-12-30 00:00:00
102424,29,7,31.03,10233,0,2025-01-07 00:00:00,2025-01-15 00:00:00
102423,29,7,31.03,10270,0,2025-01-07 00:00:00,2025-01-15 00:00:00
102422,29,7,31.03,10270,0,2025-01-07 00:00:00,2025-01-15 00:00:00
102421,471.5,7,504.51,77192,0,2025-01-09 00:00:00,2025-01-13 00:00:00
102420,60,7,64.2,70658,0,2025-01-03 00:00:00,2025-01-03 00:00:00
102419,2250,7,2407.5,10813,0,2024-12-31 00:00:00,2025-01-06 00:00:00
102418,709.81,0,674.32,11525,35.49,2025-01-08 00:00:00,2025-02-13 00:00:00
102417,176.12,0,167.31,20585,8.81,2025-01-08 00:00:00,2025-02-14 00:00:00
102416,25,7,0,10818,0,2025-01-08 00:00:00,NULL
102415,245,0,233.67,80286,11.33,2025-01-08 00:00:00,2025-01-09 00:00:00
102414,3964.25,0,3964.25,12209,0,2025-01-08 00:00:00,2025-04-01 00:00:00
102413,200,0,200,81231,0,2025-01-08 00:00:00,2025-01-16 00:00:00
102412,147,0,147,78522,0,2025-01-08 00:00:00,2025-02-13 00:00:00
102411,875,0,875,79674,0,2024-12-27 00:00:00,2024-12-03 00:00:00
102410,1691.37,0,1691.37,21048,0,2025-01-08 00:00:00,2025-01-22 00:00:00
102409,566.39,0,566.39,20943,0,2025-01-08 00:00:00,2025-01-02 00:00:00
102408,722.67,0,705.52,79945,17.1,2025-01-07 00:00:00,2025-02-12 00:00:00
102407,578.24,0,578.24,79945,0,2025-01-07 00:00:00,2025-02-12 00:00:00
102406,144.59,0,144.59,79945,0,2025-01-07 00:00:00,2025-02-12 00:00:00
102405,2400,0,2400,11598,0,2025-01-07 00:00:00,2025-04-01 00:00:00
102404,1175,7,0,20353,0,2025-01-07 00:00:00,NULL
102403,870,0,0,73168,0,2025-01-07 00:00:00,NULL
102402,9500,7,0,20731,0,2025-01-07 00:00:00,NULL
102401,400,0,377.96,81226,22.04,2025-01-07 00:00:00,2025-03-03 00:00:00
102400,1500,0,1500,81227,0,2025-01-07 00:00:00,2025-02-10 00:00:00
102399,720,7,770.4,72801,0,2025-01-07 00:00:00,2025-01-16 00:00:00
102398,1145.04,0,1145.92,78962,0.88,2025-01-07 00:00:00,2025-01-10 00:00:00
102397,134.71,0,134.71,78962,0,2025-01-07 00:00:00,2025-01-10 00:00:00
102396,2000,0,2000,81170,0,2025-01-06 00:00:00,2025-02-03 00:00:00
102395,375,0,0,81097,0,2025-01-06 00:00:00,NULL
102394,200,0,191.64,79630,8.36,2025-01-06 00:00:00,2025-01-14 00:00:00
102393,145,0,145,81044,0,2025-01-06 00:00:00,2025-01-16 00:00:00
102392,700,0,0,80918,0,2025-01-06 00:00:00,NULL
102391,8400,0,8400,80849,0,2025-01-06 00:00:00,2025-02-14 00:00:00
102390,1500,0,1500,80847,0,2025-01-06 00:00:00,2025-01-29 00:00:00
102389,882,7,943.74,78377,0,2025-01-06 00:00:00,2025-01-17 00:00:00
102388,80,7,85.6,73310,0,2025-01-06 00:00:00,2025-01-22 00:00:00
102387,3000,7,3210,80605,0,2025-01-06 00:00:00,2025-01-14 00:00:00
102386,0,0,0,80199,0,2025-01-06 00:00:00,NULL
102385,600,7,642,80505,0,2025-01-06 00:00:00,2025-04-01 00:00:00
102384,208,0,208,79348,0,2025-01-06 00:00:00,2025-02-11 00:00:00
102383,2400,7,2568,20650,0,2025-01-06 00:00:00,2025-01-16 00:00:00
102382,100,0,100,80190,0,2025-01-06 00:00:00,2025-03-04 00:00:00
102381,600,7,642,80102,0,2025-01-06 00:00:00,2025-01-08 00:00:00
102380,800,7,856,10384,0,2025-01-06 00:00:00,2025-01-14 00:00:00
102379,195,7,208.65,12053,0,2025-01-06 00:00:00,2025-01-22 00:00:00
102378,1042,7,1114.94,10290,0,2025-01-06 00:00:00,2025-01-17 00:00:00
102377,3875,7,4146.25,20353,0,2025-01-06 00:00:00,2025-01-22 00:00:00
102376,482.33,0,463.66,80442,18.67,2025-01-06 00:00:00,2025-01-15 00:00:00
102375,3410,7,3648.7,20020,0,2025-01-06 00:00:00,2025-01-22 00:00:00
102374,4800,0,4743.5,79415,56.5,2025-01-06 00:00:00,2025-03-05 00:00:00
102373,132.6,0,130.67,80950,1.93,2025-01-06 00:00:00,2025-01-10 00:00:00
102372,140,7,0,73314,0,2025-01-06 00:00:00,NULL
102371,315,7,337.05,73314,0,2025-01-06 00:00:00,2025-01-13 00:00:00
102370,2800,7,2996,10154,0,2024-12-31 00:00:00,2025-01-10 00:00:00
102369,70,7,0,73314,0,2025-01-06 00:00:00,NULL
102368,20,7,21.4,10509,0,2024-12-18 00:00:00,2024-12-27 00:00:00
102367,805,7,861.35,73314,0,2025-01-06 00:00:00,1899-12-30 13:01:00
102366,175,7,187.25,73314,0,2025-01-06 00:00:00,2025-04-02 00:00:00
102365,175,7,187.25,73314,0,2025-01-06 00:00:00,2025-01-07 00:00:00
102364,700,7,749,73314,0,2025-01-06 00:00:00,2025-01-20 00:00:00
102363,210,7,224.7,73314,0,2025-01-06 00:00:00,2025-01-13 00:00:00
102362,5810,7,6216.7,73314,0,2025-01-06 00:00:00,2025-01-13 00:00:00
102361,1300,7,0,20697,0,2025-01-06 00:00:00,NULL
102360,275,7,294.25,79652,0,2025-01-06 00:00:00,2025-01-17 00:00:00
102359,2500,7,2675,10049,0,2025-01-06 00:00:00,2025-03-20 00:00:00
102358,166,0,0,79560,0,2025-01-06 00:00:00,NULL
102357,1000,7,1070,75752,0,2025-01-06 00:00:00,2025-01-08 00:00:00
102356,400,7,428,78020,0,2025-01-06 00:00:00,2025-01-17 00:00:00
102355,2500,7,2675,20827,0,2025-01-06 00:00:00,2025-01-24 00:00:00
102354,2000,0,2000,79279,0,2025-01-06 00:00:00,2025-02-03 00:00:00
102353,155.95,7,166.87,79210,0,2025-01-06 00:00:00,2025-01-09 00:00:00
102352,1650,7,1765.5,79168,0,2025-01-06 00:00:00,2025-01-10 00:00:00
102351,450,7,481.5,79143,0,2025-01-06 00:00:00,2025-01-09 00:00:00
102350,495,0,495,72631,0,2025-01-06 00:00:00,2025-02-04 00:00:00
102349,100,0,100,79148,0,2025-01-06 00:00:00,2025-02-18 00:00:00
102348,1200,0,1200,79149,0,2025-01-06 00:00:00,2025-02-04 00:00:00
102347,21000,7,22470,20830,0,2025-01-06 00:00:00,2025-01-16 00:00:00
102346,250,0,250,80409,0,2025-01-06 00:00:00,2025-01-06 00:00:00
102345,250,0,250,80409,0,2025-01-06 00:00:00,2025-01-06 00:00:00
102344,1360,7,1455.2,77679,0,2025-01-06 00:00:00,2025-01-09 00:00:00
102343,128,7,136.96,77679,0,2025-01-06 00:00:00,2025-01-08 00:00:00
102342,3649,7,3904.43,78107,0,2024-11-30 00:00:00,2024-11-30 00:00:00
102341,2750,7,2942.5,78107,0,2024-10-30 00:00:00,2024-10-30 00:00:00
102340,120,7,128.4,20485,0,2024-12-31 00:00:00,2025-01-16 00:00:00
102339,2400,7,2568,20524,0,2024-12-31 00:00:00,2025-01-09 00:00:00
102338,19.3,0,18.53,81068,0.77,2024-12-31 00:00:00,2025-01-17 00:00:00
102337,126,0,0,81134,0,2024-12-31 00:00:00,NULL
102336,37.15,0,37.15,73075,0,2024-12-31 00:00:00,2025-01-15 00:00:00
102335,378.44,7,404.93,10775,0,2025-01-03 00:00:00,2025-01-06 00:00:00
102334,62.5,0,62.5,73913,0,2025-01-03 00:00:00,2025-01-28 00:00:00
102333,1700,7,1819,76875,0,2025-01-03 00:00:00,2025-02-17 00:00:00
102332,600,7,642,73561,0,2025-01-03 00:00:00,2025-01-20 00:00:00
102331,1297.5,7,NULL,10957,0,2025-04-01 00:00:00,NULL
102330,380,0,380,11194,0,2025-01-03 00:00:00,2025-01-14 00:00:00
102329,375,7,401.25,78666,0,2025-01-03 00:00:00,2025-01-07 00:00:00
102328,2340,7,2503.08,78539,0,2025-01-03 00:00:00,2025-01-08 00:00:00
102327,3000,0,3000,20013,0,2025-01-03 00:00:00,2025-01-15 00:00:00
102326,500,0,500,20013,0,2025-01-03 00:00:00,2025-01-30 00:00:00
102325,1100,0,1100,20013,0,2025-01-03 00:00:00,2025-01-30 00:00:00
102324,1400,7,1498,20013,0,2025-01-03 00:00:00,2025-01-30 00:00:00
102323,3600,7,3852,20013,0,2025-01-03 00:00:00,2025-01-30 00:00:00
102322,3600,7,3852,77192,0,2025-01-03 00:00:00,2025-01-13 00:00:00
102321,28500,7,30495,78468,0,2025-01-03 00:00:00,2025-01-09 00:00:00
102320,8600,7,9202,20913,0,2025-01-03 00:00:00,2025-01-17 00:00:00
102319,1500,7,1605,12173,0,2025-01-03 00:00:00,2025-01-17 00:00:00
102318,316,7,338.12,20743,0,2025-01-03 00:00:00,2025-01-08 00:00:00
102317,1550,0,1550,10616,0,2025-01-03 00:00:00,2025-02-04 00:00:00
102316,9048,7,9681.36,20042,0,2025-01-03 00:00:00,2025-01-15 00:00:00
102315,3599,7,3850.93,20080,0,2025-01-03 00:00:00,2025-01-24 00:00:00
102314,126,0,126,79279,0,2025-01-03 00:00:00,2025-01-27 00:00:00
102313,360,0,360,80706,0,2025-01-03 00:00:00,2025-01-08 00:00:00
102312,150,7,160.5,80638,0,2024-12-31 00:00:00,2025-01-03 00:00:00
102311,37.5,7,40.13,20843,0,2024-12-31 00:00:00,2025-01-27 00:00:00
102310,75,7,80.25,20843,0,2024-12-31 00:00:00,2025-01-20 00:00:00
102309,99,7,105.93,20843,0,2024-12-31 00:00:00,2025-01-20 00:00:00
102308,218,7,233.26,79666,0,2025-01-02 00:00:00,2025-01-02 00:00:00
102307,5750,7,6152.5,20267,0,2025-01-02 00:00:00,2025-01-09 00:00:00
102306,4800,7,5136,73221,0,2025-01-02 00:00:00,2025-01-15 00:00:00
102305,1950,7,2086.5,12132,0,2025-01-02 00:00:00,2025-01-02 00:00:00
102304,700,7,749,77680,0,2025-01-02 00:00:00,2025-01-06 00:00:00
102303,1750,7,1872.5,10952,0,2025-01-02 00:00:00,2025-01-14 00:00:00
102302,805,7,861.35,77174,0,2025-01-02 00:00:00,2025-01-14 00:00:00
102301,1250,0,1250,75745,0,2025-01-02 00:00:00,2025-01-17 00:00:00
102300,650,7,695.5,75254,0,2025-01-02 00:00:00,2025-01-09 00:00:00
102299,275,7,294.25,12324,0,2025-01-02 00:00:00,2025-01-17 00:00:00
102298,18900,0,18900,70097,0,2025-01-02 00:00:00,2025-01-10 00:00:00
102297,100,7,107,10349,0,2025-01-02 00:00:00,2025-02-21 00:00:00
102296,545.5,7,583.69,75232,0,2025-01-02 00:00:00,2025-01-10 00:00:00
102295,466,0,466,50286,0,2025-01-02 00:00:00,2025-01-09 00:00:00
102294,2639,0,2639,20993,0,2025-01-02 00:00:00,2025-01-16 00:00:00
102293,275,7,294.25,75279,0,2025-01-02 00:00:00,2025-01-10 00:00:00
102292,1300,7,1391,72874,0,2025-01-02 00:00:00,2025-01-13 00:00:00
102291,88,7,94.16,80078,0,2024-12-31 00:00:00,2025-01-08 00:00:00
102290,4600,0,4600,72120,0,2025-01-02 00:00:00,2025-01-13 00:00:00
102289,1350,7,1444.5,20639,0,2025-01-02 00:00:00,2025-01-17 00:00:00
102288,340,7,363.8,11480,0,2025-01-02 00:00:00,2025-01-16 00:00:00
102287,4000,7,0,20434,0,2025-01-02 00:00:00,NULL
102286,172,7,184.04,20361,0,2025-01-02 00:00:00,2025-01-09 00:00:00
102285,4200,7,4494,20342,0,2025-01-02 00:00:00,2025-01-17 00:00:00
102284,1990,7,0,10216,0,2025-01-02 00:00:00,NULL
102283,525,7,561.75,72632,0,2025-01-02 00:00:00,2025-01-13 00:00:00
102282,1100,7,1177,20444,0,2025-01-02 00:00:00,2025-01-10 00:00:00
102281,3750,0,3750,10722,0,2025-01-02 00:00:00,2025-01-10 00:00:00
102280,13750,0,13750,10964,0,2025-01-02 00:00:00,2025-03-27 00:00:00
102279,31350,7,33544.5,12598,0,2025-01-02 00:00:00,2025-01-15 00:00:00
102278,2250,7,2407.5,12082,0,2025-01-02 00:00:00,2025-01-13 00:00:00
102277,169,7,180.83,12348,0,2025-01-02 00:00:00,2025-01-07 00:00:00
102276,120,0,120,72824,0,2024-12-31 00:00:00,2025-02-10 00:00:00
102275,3900,7,4173,12197,0,2025-01-02 00:00:00,2025-01-22 00:00:00
102274,20500,7,21935,12187,0,2025-01-02 00:00:00,2025-01-28 00:00:00
102273,2500,7,2675,10851,0,2025-01-02 00:00:00,2025-01-08 00:00:00
102272,12500,7,13375,20054,0,2025-01-02 00:00:00,2025-01-13 00:00:00
102271,60,7,0,73314,0,2024-12-31 00:00:00,NULL
102270,3369.01,0,3027.11,20691,341.9,2024-12-31 00:00:00,2025-03-03 00:00:00
102269,8064,7,0,20444,0,2024-12-31 00:00:00,NULL
102268,550,0,0,77621,0,2024-12-31 00:00:00,NULL
102267,2150,7,2300.5,10154,0,2024-12-31 00:00:00,2025-01-17 00:00:00
102266,13391.3,0,12690.25,79705,701.05,2024-12-31 00:00:00,2025-02-04 00:00:00
102265,29,7,31.03,10238,0,2024-12-30 00:00:00,2025-01-03 00:00:00
102264,45,7,48.15,10231,0,2024-12-30 00:00:00,2024-12-30 00:00:00
102263,180,7,192.6,79666,0,2024-12-30 00:00:00,2024-12-30 00:00:00
102262,123.6,0,105.06,80820,18.54,2024-12-30 00:00:00,2025-04-02 00:00:00
102261,450,0,0,79512,0,2024-12-30 00:00:00,NULL
102260,667,7,713.69,77192,0,2024-12-30 00:00:00,2025-01-13 00:00:00
102259,0,0,0,80783,0,2024-12-27 00:00:00,NULL
102258,58,7,62.06,10233,0,2024-12-27 00:00:00,2025-01-03 00:00:00
102257,424.9,0,355.77,10650,69.13,2024-12-27 00:00:00,2025-02-21 00:00:00
102256,80.55,0,63.4,10650,17.15,2024-12-27 00:00:00,2025-01-20 00:00:00
102255,45,7,48.15,10231,0,2024-12-27 00:00:00,2024-12-27 00:00:00
102254,2404,7,2572.28,79666,0,2024-12-27 00:00:00,2024-12-27 00:00:00
102253,320,7,342.4,75254,0,2024-12-27 00:00:00,2025-01-17 00:00:00
102252,29,7,31.03,10238,0,2024-12-23 00:00:00,2025-01-03 00:00:00
102251,29,7,31.03,10238,0,2024-12-20 00:00:00,2025-01-03 00:00:00
102250,76.7,7,82.06,10669,0,2024-12-02 00:00:00,2024-12-03 00:00:00
102249,45,7,48.15,10231,0,2024-12-18 00:00:00,2024-12-18 00:00:00
102248,1329,7,1422.03,79666,0,2024-12-18 00:00:00,2024-12-18 00:00:00
102247,280,7,299.6,20251,0,2024-11-30 00:00:00,2024-12-10 00:00:00
102246,480,7,513.6,12561,0,2024-12-23 00:00:00,2025-01-17 00:00:00
102245,140,7,149.8,12561,0,2024-12-23 00:00:00,2025-02-10 00:00:00
102244,400,7,428,12561,0,2024-12-23 00:00:00,2025-02-10 00:00:00
102243,300,7,321,75685,0,2024-12-23 00:00:00,2025-01-14 00:00:00
102242,100,7,107,75595,0,2024-12-23 00:00:00,2024-12-24 00:00:00
102241,288,7,308.16,81138,0,2024-12-23 00:00:00,2025-01-30 00:00:00
102240,432.4,0,426.9,81194,5.5,2024-12-23 00:00:00,2025-01-07 00:00:00
102239,180,7,192.6,20524,0,2024-12-23 00:00:00,2025-01-09 00:00:00
102238,23,7,24.61,79234,0,2024-12-23 00:00:00,2025-01-10 00:00:00
102237,87246.25,0,86889.49,78962,356.76,2024-12-22 00:00:00,2024-12-31 00:00:00
102236,230.1,0,226.88,78962,3.22,2024-12-22 00:00:00,2025-01-03 00:00:00
102235,400,7,428,79041,0,2024-12-22 00:00:00,2025-01-13 00:00:00
102234,160,7,171.2,73310,0,2024-12-20 00:00:00,2025-01-22 00:00:00
102233,150,0,150,78552,0,2024-12-20 00:00:00,2024-12-30 00:00:00
102232,1100,7,1177,78277,0,2024-12-20 00:00:00,2024-12-30 00:00:00
102231,1040,7,1112.8,78277,0,2024-12-20 00:00:00,2024-12-30 00:00:00
102230,2160,7,2311.2,80730,0,2024-12-20 00:00:00,2025-01-14 00:00:00
102229,3000,7,3210,81207,0,2024-12-20 00:00:00,2024-12-23 00:00:00
102228,680,7,727.6,20174,0,2024-12-20 00:00:00,2025-01-08 00:00:00
102227,550,7,588.5,10275,0,2024-11-30 00:00:00,2024-12-18 00:00:00
102226,9600,7,10272,77769,0,2024-12-19 00:00:00,1899-12-30 23:12:00
102225,90,0,90,81010,0,2024-12-19 00:00:00,2025-01-06 00:00:00
102224,1000,7,1070,73761,0,2024-12-19 00:00:00,2025-02-03 00:00:00
102223,1000,7,1070,72868,0,2024-12-19 00:00:00,2025-02-18 00:00:00
102222,810,7,866.7,72868,0,2024-12-19 00:00:00,2025-01-08 00:00:00
102221,99,0,98.02,81208,0.98,2024-12-19 00:00:00,2024-12-24 00:00:00
102220,1441.64,0,1408.53,81211,33.11,2024-12-19 00:00:00,2025-02-25 00:00:00
102219,72,7,77.04,10207,0,2024-12-19 00:00:00,2025-01-03 00:00:00
102218,3500,7,3745,77201,0,2024-12-19 00:00:00,2024-12-30 00:00:00
102217,29,7,31.03,10233,0,2024-12-18 00:00:00,2024-12-20 00:00:00
102216,20,7,21.4,10369,0,2024-12-04 00:00:00,2024-12-09 00:00:00
102215,332.28,7,355.54,20115,0,2024-12-11 00:00:00,2024-12-12 00:00:00
102214,3000,7,3210,75787,0,2024-12-19 00:00:00,2025-01-09 00:00:00
102213,396,7,423.72,20288,0,2024-12-19 00:00:00,2024-12-20 00:00:00
102212,180,7,192.6,20524,0,2024-12-19 00:00:00,2024-12-20 00:00:00
102211,6211.4,0,6211.4,75143,0,2024-12-19 00:00:00,2024-12-16 00:00:00
102210,190.77,0,175.23,81206,15.54,2024-12-18 00:00:00,2024-12-18 00:00:00
102209,110,0,110,80124,0,2024-12-18 00:00:00,2024-12-18 00:00:00
102208,2880,7,3081.6,72801,0,2024-12-18 00:00:00,2024-12-20 00:00:00
102207,1760,7,1883.2,81083,0,2024-12-17 00:00:00,2024-12-19 00:00:00
102206,2500,7,2675,11089,0,2024-12-17 00:00:00,2025-01-13 00:00:00
102205,410.35,0,410.35,81319,0,2024-12-17 00:00:00,2025-01-03 00:00:00
102204,304.58,0,304.58,81319,0,2024-12-17 00:00:00,2025-01-03 00:00:00
102203,54.48,0,0,12283,0,2024-12-17 00:00:00,NULL
102202,70.47,0,70.47,10696,0,2024-12-17 00:00:00,2025-01-02 00:00:00
102201,290.32,0,277.59,79945,12.73,2024-12-17 00:00:00,2025-01-22 00:00:00
102200,140,7,149.8,79492,0,2024-12-17 00:00:00,2025-01-20 00:00:00
